Client_Code,Client_Name,Client_Type,Industry Type,Incentive_Enrolled,Relation,Popl_Type,Count,Reachable_Rate_wrt_Eligible,Registration_Rate_wrt_Eligible,Registration_Rate_wrt_Reachable,Gender_Female,Generation,Tenure,Health_Risk,Claims_Cost,Engagement_by_Logins,Engagement_by_Clicks,autoimmune_disorders_and_diseases,behavioral_health,blood_disorder,cancer,cardiovascular_disorders_and_diseases_non_diabetic,chronic_respiratory_diseases,congenital_disorder,diabetes,digestive_disorders,musculoskeletal_disorders_and_diseases,neurological_disorders_and_diseases,nutritional_life_style_disorders,other_disorders_and_diseases,renal_disorder
2020,US Foods,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Eligible Popl,16386,On Par,On Par,On Par,Less FEMALE,Less GenZ & More Boomers,NA,On Par,On Par,On Par,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,More nutritional life style disorders,On Par,On Par
2020,US Foods,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Eligible Popl,27905,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,On Par,On Par,On Par,NA,On Par,On Par,On Par,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,More nutritional life style disorders,On Par,On Par
2020,US Foods,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Registered Popl,5367,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,On Par,On Par,Less GenZ & Less Swing,NA,On Par,On Par,On Par,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2020,US Foods,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Registered Popl,4702,On Par,On Par,On Par,Less FEMALE,Less GenZ & Less Swing,NA,On Par,On Par,On Par,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,More nutritional life style disorders,On Par,NA
2021,Schneider Electric Holdings,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Eligible Popl,13934,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,NA,On Par,Less Low_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2021,Schneider Electric Holdings,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Eligible Popl,23767,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2021,Schneider Electric Holdings,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Registered Popl,333,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2021,Schneider Electric Holdings,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Registered Popl,231,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins,On Par,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2023,Lundbeck,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Eligible Popl,698,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & More GenX & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2023,Lundbeck,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Eligible Popl,1494,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2023,Lundbeck,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Registered Popl,62,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,More neurological disorders and diseases,On Par,On Par,On Par
2023,Lundbeck,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Registered Popl,55,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,On Par,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,On Par,On Par
2025,American Heart Association,HCSC Buy Up,Health Care and Social Assistance,FALSE,Employee,Eligible Popl,2628,More Reachable_Rate_wrt_Eligible,On Par,On Par,More FEMALE,Less GenZ & More GenX,On Par,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
2025,American Heart Association,HCSC Buy Up,Health Care and Social Assistance,FALSE,All Relation,Eligible Popl,4376,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,On Par,On Par,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2025,American Heart Association,HCSC Buy Up,Health Care and Social Assistance,FALSE,All Relation,Registered Popl,826,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ,On Par,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2025,American Heart Association,HCSC Buy Up,Health Care and Social Assistance,FALSE,Employee,Registered Popl,811,More Reachable_Rate_wrt_Eligible,On Par,On Par,More FEMALE,Less GenZ,On Par,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,On Par,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
2028,Total Safety,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Eligible Popl,1110,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More GenX,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2028,Total Safety,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Eligible Popl,1757,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2028,Total Safety,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Registered Popl,49,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,More GenX & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,More other disorders and diseases,On Par
2028,Total Safety,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Registered Popl,44,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More GenX & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Medium_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,More other disorders and diseases,On Par
2029,Art Institute of Chicago,HCSC Health Hub,Other Services,FALSE,Employee,Eligible Popl,1033,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & More GenX,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2029,Art Institute of Chicago,HCSC Health Hub,Other Services,FALSE,All Relation,Eligible Popl,1502,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More GenX,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2029,Art Institute of Chicago,HCSC Health Hub,Other Services,FALSE,All Relation,Registered Popl,157,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2029,Art Institute of Chicago,HCSC Health Hub,Other Services,FALSE,Employee,Registered Popl,139,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,More Low_Logins & Less Frequent_Logins,More Low_Clicks & Less Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,Less neurological disorders and diseases,On Par,On Par,On Par
2030,Oklahoma Public Employee Health & Welfare Plan,HCSC Health Hub,Health Care and Social Assistance,FALSE,Employee,Eligible Popl,4009,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,NA,More diabetes,On Par,On Par,On Par,On Par,On Par,On Par
2030,Oklahoma Public Employee Health & Welfare Plan,HCSC Health Hub,Health Care and Social Assistance,FALSE,All Relation,Eligible Popl,5028,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,Less Frequent_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2030,Oklahoma Public Employee Health & Welfare Plan,HCSC Health Hub,Health Care and Social Assistance,FALSE,All Relation,Registered Popl,67,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,Less Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,On Par,On Par,On Par,On Par,On Par
2030,Oklahoma Public Employee Health & Welfare Plan,HCSC Health Hub,Health Care and Social Assistance,FALSE,Employee,Registered Popl,66,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,More Low_Logins & Less Frequent_Logins,Less Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,On Par,On Par,On Par,On Par,On Par
2031,DistributionNOW,HCSC Buy Up,Retail/Wholesale Trade,FALSE,Employee,Eligible Popl,1301,More Reachable_Rate_wrt_Eligible,On Par,On Par,Less FEMALE,Less GenZ,More High_Tenure,On Par,On Par,On Par,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2031,DistributionNOW,HCSC Buy Up,Retail/Wholesale Trade,FALSE,All Relation,Eligible Popl,2245,Less Reachable_Rate_wrt_Eligible,On Par,On Par,On Par,On Par,More High_Tenure,On Par,On Par,On Par,Less Low_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2031,DistributionNOW,HCSC Buy Up,Retail/Wholesale Trade,FALSE,All Relation,Registered Popl,553,Less Reachable_Rate_wrt_Eligible,On Par,On Par,Less FEMALE,On Par,On Par,On Par,Less Low_Claims_Cost,On Par,Less Low_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
2031,DistributionNOW,HCSC Buy Up,Retail/Wholesale Trade,FALSE,Employee,Registered Popl,527,More Reachable_Rate_wrt_Eligible,On Par,On Par,Less FEMALE,More GenX,On Par,On Par,Less Low_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-5a5f56c0-79a4-5110-8afa-51dff4554102,Cushman & Wakefield,HCSC Buy Up,Real Estate & Construction,FALSE,All Relation,Eligible Popl,18814,NA,NA,NA,On Par,On Par,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-5a5f56c0-79a4-5110-8afa-51dff4554102,Cushman & Wakefield,HCSC Buy Up,Real Estate & Construction,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-5a5f56c0-79a4-5110-8afa-51dff4554102,Cushman & Wakefield,HCSC Buy Up,Real Estate & Construction,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-5a5f56c0-79a4-5110-8afa-51dff4554102,Cushman & Wakefield,HCSC Buy Up,Real Estate & Construction,FALSE,Employee,Eligible Popl,12022,NA,NA,NA,On Par,Less GenZ & More Boomers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-7076c1f3-db2d-57ef-99de-62b4363d716d,B. Braun,Direct,Manufacturing and Trading,TRUE,All Relation,Eligible Popl,5496,More Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,On Par,On Par,Less GenZ & More Boomers,Less Low_Tenure & More High_Tenure,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-7076c1f3-db2d-57ef-99de-62b4363d716d,B. Braun,Direct,Manufacturing and Trading,TRUE,All Relation,Registered Popl,2467,More Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,On Par,On Par,On Par,On Par,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,NA,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-7076c1f3-db2d-57ef-99de-62b4363d716d,B. Braun,Direct,Manufacturing and Trading,TRUE,Employee,Registered Popl,2467,More Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,On Par,On Par,On Par,On Par,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-7076c1f3-db2d-57ef-99de-62b4363d716d,B. Braun,Direct,Manufacturing and Trading,TRUE,Employee,Eligible Popl,5491,More Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,On Par,On Par,Less GenZ & More Boomers,Less Low_Tenure & More High_Tenure,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,NA,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-804c49f7-be47-5893-b3c7-5bf2d6b0f85e,Buckeye Partners,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Eligible Popl,3016,NA,NA,NA,On Par,On Par,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-804c49f7-be47-5893-b3c7-5bf2d6b0f85e,Buckeye Partners,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-804c49f7-be47-5893-b3c7-5bf2d6b0f85e,Buckeye Partners,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-804c49f7-be47-5893-b3c7-5bf2d6b0f85e,Buckeye Partners,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Eligible Popl,1551,NA,NA,NA,Less FEMALE,Less GenZ & More Boomers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-9a7e9c37-f0c1-5b12-8f40-907b0ef668bb,Dairy Farmers of America,Direct,Retail/Wholesale Trade,TRUE,All Relation,Eligible Popl,16055,Less Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,Less Low_Tenure & More High_Tenure,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Frequent_Clicks,Less autoimmune disorders and diseases,Less behavioral health,On Par,On Par,Less cardiovascular disorders and diseases non diabetic,Less chronic respiratory diseases,On Par,Less diabetes,On Par,Less musculoskeletal disorders and diseases,Less neurological disorders and diseases,Less nutritional life style disorders,On Par,On Par
10-9a7e9c37-f0c1-5b12-8f40-907b0ef668bb,Dairy Farmers of America,Direct,Retail/Wholesale Trade,TRUE,All Relation,Registered Popl,7910,Less Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,On Par,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Frequent_Clicks,Less autoimmune disorders and diseases,Less behavioral health,On Par,On Par,Less cardiovascular disorders and diseases non diabetic,Less chronic respiratory diseases,On Par,Less diabetes,On Par,Less musculoskeletal disorders and diseases,Less neurological disorders and diseases,Less nutritional life style disorders,Less other disorders and diseases,On Par
10-9a7e9c37-f0c1-5b12-8f40-907b0ef668bb,Dairy Farmers of America,Direct,Retail/Wholesale Trade,TRUE,Employee,Registered Popl,6500,Less Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,On Par,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Frequent_Clicks,Less autoimmune disorders and diseases,Less behavioral health,On Par,On Par,Less cardiovascular disorders and diseases non diabetic,Less chronic respiratory diseases,On Par,Less diabetes,On Par,Less musculoskeletal disorders and diseases,Less neurological disorders and diseases,Less nutritional life style disorders,Less other disorders and diseases,On Par
10-9a7e9c37-f0c1-5b12-8f40-907b0ef668bb,Dairy Farmers of America,Direct,Retail/Wholesale Trade,TRUE,Employee,Eligible Popl,11894,Less Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,Less Low_Tenure & More High_Tenure,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Frequent_Clicks,Less autoimmune disorders and diseases,Less behavioral health,On Par,On Par,Less cardiovascular disorders and diseases non diabetic,On Par,On Par,Less diabetes,On Par,Less musculoskeletal disorders and diseases,Less neurological disorders and diseases,Less nutritional life style disorders,On Par,On Par
10-c92ab875-6aec-5e77-982c-a7dcfd2730c9,Rollins,Direct,Other Services,FALSE,All Relation,Eligible Popl,18140,NA,NA,NA,On Par,On Par,On Par,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-c92ab875-6aec-5e77-982c-a7dcfd2730c9,Rollins,Direct,Other Services,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-c92ab875-6aec-5e77-982c-a7dcfd2730c9,Rollins,Direct,Other Services,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-c92ab875-6aec-5e77-982c-a7dcfd2730c9,Rollins,Direct,Other Services,FALSE,Employee,Eligible Popl,11693,NA,NA,NA,Less FEMALE,Less GenZ,On Par,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-d5275cb1-c56a-5f8a-8769-d86040303898,Capital One,Direct,Finance,TRUE,All Relation,Eligible Popl,68831,Less Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,On Par,More Millennials & Less Boomers,On Par,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-d5275cb1-c56a-5f8a-8769-d86040303898,Capital One,Direct,Finance,TRUE,All Relation,Registered Popl,33636,Less Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,On Par,More Millennials & Less Boomers & Less Swing,Less High_Tenure,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,NA,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-d5275cb1-c56a-5f8a-8769-d86040303898,Capital One,Direct,Finance,TRUE,Employee,Registered Popl,30143,More Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,On Par,More Millennials & Less Boomers & Less Swing,Less High_Tenure,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
10-d5275cb1-c56a-5f8a-8769-d86040303898,Capital One,Direct,Finance,TRUE,Employee,Eligible Popl,42366,More Reachable_Rate_wrt_Eligible,More Registration_Rate_wrt_Eligible,More Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Millennials & Less Boomers,On Par,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-114fbeb7-be7f-5d4f-8258-e5287db3ac6b,BMC Software,HCSC Health Hub,Technology,FALSE,All Relation,Eligible Popl,3181,NA,NA,NA,On Par,Less Millennials & More Boomers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-114fbeb7-be7f-5d4f-8258-e5287db3ac6b,BMC Software,HCSC Health Hub,Technology,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-114fbeb7-be7f-5d4f-8258-e5287db3ac6b,BMC Software,HCSC Health Hub,Technology,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
